strain	accession	date	region	country	division	city
V20140254	KR653296	2014-08-29	Subsaharan Africa	Sierra Leone	Bo	Bo
LIBR10061	KT725376	2014-09-23	Subsaharan Africa	Liberia	Montserrado	Montserrado
V955	KR534524	2014-09-11	Subsaharan Africa	Guinea	Coyah	Coyah
V20140091	KR653239	2014-08-22	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
MK0888	KU296376	2015-01-06	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_074720	KR817125	2014-08-14	Subsaharan Africa	Liberia	Lofa	Lofa
EM_079424	KR817189	2014-03-27	Subsaharan Africa	Guinea	Macenta	Macenta
G3682	KM034560	2014-05-28	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
G3831	KM233103	2014-06-16	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
LIBR10025	KT725315	2014-08-16	Subsaharan Africa	Liberia	Margibi	Margibi
MK0966	KU296507	2015-01-08	Subsaharan Africa	Sierra Leone	Bombali	Bombali
V1689	KR534573	2014-10-25	Subsaharan Africa	Guinea	Coyah	Coyah
V1298	KR534545	2014-10-06	Subsaharan Africa	Guinea	Conakry	Conakry
V20143938	KR653264	2014-11-07	Subsaharan Africa	Sierra Leone	Koinadugu	Koinadugu
EM_COY_2015_013795	EM_COY_2015_013795	2015-03-16	Subsaharan Africa	Guinea	Forecariah	Forecariah
KT5317	KU296352	2015-02-24	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
KT5233	KU296750	2015-02-21	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
EM_076770	KR817156	2014-11-08	Subsaharan Africa	Guinea	Kerouane	Kerouane
V20140024	KR653252	2014-08-20	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
LIBR10128	KT725355	2014-08-30	Subsaharan Africa	Liberia	Montserrado	Montserrado
PL5275	KU296439	2015-03-24	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
J0080	KP759749	2014-10-18	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
V678	KR534516	2014-08-19	Subsaharan Africa	Guinea	Conakry	Conakry
362_EMLH	KU296505	2015-01-21	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
J0098	KP759763	2014-10-28	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
G5765.1	KR105326	2014-09-16	Subsaharan Africa	Sierra Leone	Moyamba	Moyamba
PL4169	KU296828	2015-03-01	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
PL4203	KU296311	2015-03-02	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
Makona-201403147	KP240931	2014-09-13	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
375_EMLH	KU296813	2015-01-21	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
V1193	KR534537	2014-09-28	Subsaharan Africa	Guinea	Conakry	Conakry
12854_EMLH	KU296729	2015-04-15	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
G4347.1	KR105240	2014-07-15	Subsaharan Africa	Sierra Leone	Kenema	Kenema
020484_EMLK	KU296462	2015-09-04	Subsaharan Africa	Sierra Leone	Kambia	Kambia
LIBR10212	KT725373	2014-09-19	Subsaharan Africa	Liberia	Liberia	Liberia
G3729	KM233054	2014-06-07	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
MK0464	KU296835	2014-12-24	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
13275_EMLH	KU296430	2015-06-24	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
J0154	KP759617	2014-11-07	Subsaharan Africa	Sierra Leone	Western Area	Western Area
V20140008	KR653251	2014-08-22	Subsaharan Africa	Sierra Leone	Kenema	Kenema
MK2431	KU296562	2015-02-25	Subsaharan Africa	Sierra Leone	Bombali	Bombali
EM_075373	KR817132	2014-08-30	Subsaharan Africa	Guinea	Macenta	Macenta
EM_079681	KR817208	2014-05-11	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
LIBR10139	KT725265	2014-09-09	Subsaharan Africa	Liberia	Liberia	Liberia
G6020.1	KR105341	2014-09-25	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
LIBR0622	KT725288	2014-12-22	Subsaharan Africa	Liberia	Montserrado	Montserrado
EM_COY_2015_016293	EM_COY_2015_016293	2015-05-06	Subsaharan Africa	Guinea	Forecariah	Forecariah
PL2668	KU296294	2015-01-29	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
MK0866	KU296497	2015-01-05	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
KT4935	KU296467	2015-02-11	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
REDC_GUI_2015_00494B	REDC_GUI_2015_00494B	2015-07-12	Subsaharan Africa	Guinea	Conakry	Conakry
14859_EMLK	KU296438	2015-04-30	Subsaharan Africa	Sierra Leone	Kambia	Kambia
V1622	KR534567	2014-10-22	Subsaharan Africa	Guinea	Nzerekore	Nzerekore
LIBR10060	KT725357	2014-09-23	Subsaharan Africa	Liberia	Montserrado	Montserrado
V20142260	KR653262	2014-10-14	Subsaharan Africa	Sierra Leone	Bombali	Bombali
MK0549	KU296825	2014-12-27	Subsaharan Africa	Sierra Leone	Bombali	Bombali
EM_COY_2015_015980	EM_COY_2015_015980	2015-04-20	Subsaharan Africa	Guinea	Forecariah	Forecariah
J0031	KP759607	2014-10-03	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_COY_2015_013857	EM_COY_2015_013857	2015-03-18	Subsaharan Africa	Guinea	Forecariah	Forecariah
J0096	KP759654	2014-10-27	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
G3926.2	KR105208	2014-06-22	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
REDC-GUI-2015-00502	REDC-GUI-2015-00502	2015-07-13	Subsaharan Africa	Guinea	Conakry	Conakry
J0165	KP759703	2014-11-08	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
LIBR10265	KT725312	2014-10-18	Subsaharan Africa	Liberia	Liberia	Liberia
EM_COY_2015_014100	EM_COY_2015_014100	2015-03-26	Subsaharan Africa	Guinea	Conakry	Conakry
V20143659	KR653256	2014-11-03	Subsaharan Africa	Sierra Leone	Koinadugu	Koinadugu
EM_080141	KR817237	2014-06-25	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
77524_EMLK	KU296368	2014-12-30	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
J0122	KP759671	2014-10-29	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
EM_COY_2015_013671	EM_COY_2015_013671	2015-03-12	Subsaharan Africa	Guinea	Coyah	Coyah
MK0024	KU296705	2014-12-08	Subsaharan Africa	Sierra Leone	Bombali	Bombali
LIBR0173	KR006950	2014-11-14	Subsaharan Africa	Liberia	Montserrado	Montserrado
J0112	KP759661	2014-10-31	Subsaharan Africa	Sierra Leone	Western Area	Western Area
V1274	KR534542	2014-10-04	Subsaharan Africa	Guinea	Coyah	Coyah
Kissidougou-C15	KJ660346	2014-03-17	Subsaharan Africa	Guinea	Kissidougou	Kissidougou
356_EMLH	KU296546	2015-01-21	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
G5898.1	KR105331	2014-09-22	Subsaharan Africa	Sierra Leone	Bo	Bo
G3972.1	KR105212	2014-06-24	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
V20141271	KR653261	2014-09-24	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_COY_2015_017174	EM_COY_2015_017174	2015-05-30	Subsaharan Africa	Guinea	Forecariah	Forecariah
EM_COY_2015_014060	EM_COY_2015_014060	2015-03-25	Subsaharan Africa	Guinea	Dubreka	Dubreka
EM111	KM233038	2014-06-03	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
V20141288	KR653232	2014-09-23	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_076191	KR817141	2014-10-18	Subsaharan Africa	Guinea	Macenta	Macenta
G4837.1	KR105272	2014-08-09	Subsaharan Africa	Sierra Leone	Kenema	Kenema
V505	KR534507	2014-07-24	Subsaharan Africa	Guinea	Conakry	Conakry
PL8486	KU296446	2015-06-25	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
G5039.1	KR105295	2014-08-17	Subsaharan Africa	Sierra Leone	Kenema	Kenema
LIBR10050	KT725270	2014-10-01	Subsaharan Africa	Liberia	Liberia	Liberia
V1069	KR534531	2014-09-21	Subsaharan Africa	Guinea	Forecariah	Forecariah
LIBR10118	KT725364	2014-08-24	Subsaharan Africa	Liberia	Montserrado	Montserrado
G3798	KM233079	2014-06-15	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
413_EMLH	KU296472	2015-01-24	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
MK2900	KU296787	2015-03-10	Subsaharan Africa	Sierra Leone	Bombali	Bombali
LIBR10047	KT725345	2014-10-01	Subsaharan Africa	Liberia	Margibi	Margibi
KT5388	KU296355	2015-02-25	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
G4299.1	KR105229	2014-07-12	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
14723_EML	KU296541	2015-04-18	Subsaharan Africa	Sierra Leone	Kambia	Kambia
G4994.1	KR105289	2014-08-15	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
MK2382	KU296686	2015-02-25	Subsaharan Africa	Sierra Leone	Bombali	Bombali
LIBR0118	KT725291	2014-11-10	Subsaharan Africa	Liberia	Bomi	Bomi
77574_EMLK	KU296700	2015-01-03	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
J0131	KP759680	2014-10-30	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
MK2283	KU296833	2015-02-22	Subsaharan Africa	Sierra Leone	Bombali	Bombali
EM_078639	KR817166	2014-12-04	Subsaharan Africa	Guinea	Kankan	Kankan
DML24620	KT357840	2015-01-21	Subsaharan Africa	Sierra Leone	Kono	Kono
CON-10512	CON-10512	2015-08-11	Subsaharan Africa	Guinea	Conakry	Conakry
MK0894	KU296356	2015-01-06	Subsaharan Africa	Sierra Leone	Bombali	Bombali
G4981.1	KR105287	2014-08-14	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
J0145	KP759693	2014-11-06	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
EM_076615	KR817154	2014-11-03	Subsaharan Africa	Guinea	Macenta	Macenta
LIBR10079	KT725309	2014-08-26	Subsaharan Africa	Liberia	Grand Bassa	Grand Bassa
LIBR0063	KR006942	2014-11-06	Subsaharan Africa	Liberia	Montserrado	Montserrado
G4982.1	KR105288	2014-08-14	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_COY_2015_015986	EM_COY_2015_015986	2015-04-20	Subsaharan Africa	Guinea	Fria	Fria
EM_079753	KR817214	2014-05-22	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
LIBR10100	KT725286	2014-08-22	Subsaharan Africa	Liberia	Liberia	Liberia
G3818	KM233092	2014-06-15	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
MK13013	KU296454	2015-09-12	Subsaharan Africa	Sierra Leone	Bombali	Bombali
V20144610	KR653270	2014-11-12	Subsaharan Africa	Sierra Leone	Tonkolili	Tonkolili
EM110	KM233037	2014-06-03	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
18596_EMLH	KU296715	2015-07-05	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
MK0592	KU296814	2014-12-28	Subsaharan Africa	Sierra Leone	Bombali	Bombali
LIBR10307	KT725310	2014-10-02	Subsaharan Africa	Liberia	Montserrado	Montserrado
G5114.1	KR105299	2014-08-18	Subsaharan Africa	Sierra Leone	Pujehun	Pujehun
DML24604	KT357835	2015-01-20	Subsaharan Africa	Sierra Leone	Kono	Kono
G3826	KM233100	2014-06-16	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
LIBR10248	KT725277	2014-07-14	Subsaharan Africa	Liberia	Liberia	Liberia
EM_078670	KR817169	2014-12-11	Subsaharan Africa	Guinea	Kankan	Kankan
EM_GUI_2015_004674	EM_GUI_2015_004674	2015-03-26	Subsaharan Africa	Guinea	Siguiri	Siguiri
CON-10590	CON-10590	2015-08-13	Subsaharan Africa	Guinea	Conakry	Conakry
LIBR10137	KT725385	2014-09-09	Subsaharan Africa	Liberia	Liberia	Liberia
14743_EML	KU296298	2015-04-19	Subsaharan Africa	Sierra Leone	Kambia	Kambia
G5844.1	KR105328	2014-09-21	Subsaharan Africa	Sierra Leone	Moyamba	Moyamba
LIBR10226	KT725304	2014-09-26	Subsaharan Africa	Liberia	Montserrado	Montserrado
EM_074436	KR817116	2014-08-01	Subsaharan Africa	Guinea	Nzerekore	Nzerekore
V20143550	KR653228	2014-11-01	Subsaharan Africa	Sierra Leone	Bombali	Bombali
KT5245	KU296411	2015-02-22	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
G3846	KM233109	2014-06-18	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
13204_EMLH	KU296544	2015-06-16	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
EM-FORE-2015-548	EM-FORE-2015-548	2015-05-27	Subsaharan Africa	Guinea	Forecariah	Forecariah
G4323.2	KR105232	2014-07-14	Subsaharan Africa	Sierra Leone	Kenema	Kenema
J0016	KP759742	2014-09-30	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
15438R_EMLK	KU296353	2015-06-14	Subsaharan Africa	Sierra Leone	Kambia	Kambia
77716_EMLK	KU296569	2015-01-10	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
V20140395	KR653279	2014-09-02	Subsaharan Africa	Sierra Leone	Kono	Kono
DML12268	KT357822	2015-03-10	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
EM_075930	KR817137	2014-10-10	Subsaharan Africa	Guinea	Beyla	Beyla
J0081	KP759750	2014-10-16	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
LIBR10249	KT725388	2014-07-04	Subsaharan Africa	Liberia	Liberia	Liberia
KT5738	KU296394	2015-03-06	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
539_EMLH	KU296823	2015-02-02	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
V1120	KR534535	2014-09-25	Subsaharan Africa	Guinea	Conakry	Conakry
G3840	KM233106	2014-06-17	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
405_EMLH	KU296805	2015-01-24	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
MK0868	KU296537	2015-01-05	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
77669_EMLK	KU296367	2015-01-08	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_079388	KR817178	2014-07-30	Subsaharan Africa	Guinea	Macenta	Macenta
PL6070	KU296614	2015-04-11	Subsaharan Africa	Sierra Leone	Kambia	Kambia
MK2918	KU296300	2015-03-10	Subsaharan Africa	Sierra Leone	Koinadugu	Koinadugu
KT4609	KU296622	2015-01-31	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
LIBR10255	KT725269	2014-10-02	Subsaharan Africa	Liberia	Bong	Bong
EM104	KM233035	2014-06-02	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
J0127	KP759676	2014-10-30	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
GUI_CTS_2015_0052	GUI_CTS_2015_0052	2015-06-25	Subsaharan Africa	Guinea	Boke	Boke
V1623	KR534568	2014-10-24	Subsaharan Africa	Guinea	Forecariah	Forecariah
J0085	KP759645	2014-10-17	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
LIBR10027	KT725294	2014-08-16	Subsaharan Africa	Liberia	Liberia	Liberia
V1116	KR534534	2014-09-24	Subsaharan Africa	Guinea	Dalaba	Dalaba
EM_000219	KR817073	2014-09-07	Subsaharan Africa	Guinea	Macenta	Macenta
EM_FORE_2015-2417	EM_FORE_2015-2417	2015-09-15	Subsaharan Africa	Guinea	Forecariah	Forecariah
LIBR0430	KR006955	2014-12-03	Subsaharan Africa	Liberia	Grand Bassa	Grand Bassa
G4419.1	KR105249	2014-07-19	Subsaharan Africa	Sierra Leone	Kenema	Kenema
G3724	KM233053	2014-06-05	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
LIBR10135	KT725260	2014-09-07	Subsaharan Africa	Liberia	Liberia	Liberia
77630_EMLK	KU296779	2015-01-06	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
V1551	KR534562	2014-10-18	Subsaharan Africa	Guinea	Conakry	Conakry
EM_004059	KR817090	2014-12-20	Subsaharan Africa	Guinea	Kissidougou	Kissidougou
LIBR0157	KT725393	2014-11-13	Subsaharan Africa	Liberia	Gbarpolu	Gbarpolu
G6012.1	KR105340	2014-09-25	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
G5012.3	KR105292	2014-08-15	Subsaharan Africa	Sierra Leone	Western Area	Western Area
LIBR0160	KT725370	2014-11-13	Subsaharan Africa	Liberia	Montserrado	Montserrado
G3821	KM233095	2014-06-15	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
PL7685	KU296556	2015-06-06	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
LIBR10127	KT725272	2014-08-22	Subsaharan Africa	Liberia	Bong	Bong
18649_EMLH	KU296456	2015-07-10	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
G4955.1	KR105281	2014-08-13	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
PL4256	KU296509	2015-03-03	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
KT2321	KU296762	2014-12-02	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
KT5789	KU296713	2015-03-07	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
PL8896	KU296342	2015-07-06	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
PL5201	KU296612	2015-03-23	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
MK0857	KU296789	2015-01-05	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
704_EMLH	KU296721	2015-02-09	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
KT5073	KU296553	2015-02-16	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
PL5025	KU296412	2015-03-20	Subsaharan Africa	Sierra Leone	Kambia	Kambia
DML24758	KT357847	2015-01-30	Subsaharan Africa	Sierra Leone	Kono	Kono
EM_079775	KR817216	2014-05-24	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
G4133.1	KR105214	2014-07-04	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
KT4828	KU296745	2015-02-10	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
LIBR10076	KT725334	2014-09-20	Subsaharan Africa	Liberia	Liberia	Liberia
V1063	KR534530	2014-09-21	Subsaharan Africa	Guinea	Coyah	Coyah
V20140933	KR653280	2014-09-16	Subsaharan Africa	Sierra Leone	Moyamba	Moyamba
EM121	KM233044	2014-06-04	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
J0128	KP759677	2014-10-31	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
15421_EMLK	KU296796	2015-06-13	Subsaharan Africa	Sierra Leone	Kambia	Kambia
G5743.1	KR105323	2014-09-17	Subsaharan Africa	Sierra Leone	Kono	Kono
MK0491	KU296510	2014-12-23	Subsaharan Africa	Sierra Leone	Bombali	Bombali
J0023	KP759652	2014-10-01	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
MK1888	KU296708	2015-02-09	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_079815	KR817217	2014-05-28	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
EM_079685	KR817209	2014-05-11	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
PL7136b	KU296732	2015-05-18	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
G3810	KM233087	2014-06-15	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
G4907.1	KR105277	2014-08-12	Subsaharan Africa	Sierra Leone	Kenema	Kenema
LIBR10032	KT725267	2014-08-16	Subsaharan Africa	Liberia	Liberia	Liberia
G3734	KM233055	2014-06-07	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
EM_079630	KR817204	2014-05-01	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
741_EMLH	KU296295	2015-02-11	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
LIBR0333	KR006953	2014-11-25	Subsaharan Africa	Liberia	Grand Cape Mount	Grand Cape Mount
LIBR0350	KT725342	2014-11-26	Subsaharan Africa	Liberia	Montserrado	Montserrado
PL7947	KU296571	2015-06-12	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
MK2850	KU296374	2015-03-09	Subsaharan Africa	Sierra Leone	Bombali	Bombali
G3795	KM233077	2014-06-15	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
EM_004201	KR817093	2014-12-24	Subsaharan Africa	Guinea	Kissidougou	Kissidougou
MK0020	KU296551	2014-12-08	Subsaharan Africa	Sierra Leone	Bombali	Bombali
J0153	KP759616	2014-11-07	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
77585_EMLK	KU296734	2015-01-04	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
G4886.1	KR105276	2014-08-11	Subsaharan Africa	Sierra Leone	Kenema	Kenema
J0093	KP759760	2014-10-24	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
12916_EMLH	KU296318	2015-04-29	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
MK1320	KU296354	2015-01-20	Subsaharan Africa	Sierra Leone	Bombali	Bombali
LIBR10270	KT725256	2014-08-26	Subsaharan Africa	Liberia	Liberia	Liberia
EM_FORE_2015-1971	EM_FORE_2015-1971	2015-08-14	Subsaharan Africa	Guinea	Forecariah	Forecariah
G3800	KM233081	2014-06-15	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
G4527.2	KR105261	2014-07-26	Subsaharan Africa	Sierra Leone	Kenema	Kenema
J0148	KP759612	2014-11-06	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
G3786	KM233073	2014-06-14	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
EM_079412	KR817183	2014-03-31	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
PL4784	KU296660	2015-03-14	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
12229_EMLH	KU296643	2015-02-27	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
PL4346	KU296641	2015-03-04	Subsaharan Africa	Sierra Leone	Kambia	Kambia
J0067	KP759731	2014-10-09	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
J0087	KP759647	2014-10-23	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_078556	KR817163	2014-12-01	Subsaharan Africa	Guinea	Kankan	Kankan
12666_EMLH	KU296803	2015-03-26	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
V1205	KR534538	2014-10-02	Subsaharan Africa	Guinea	Conakry	Conakry
J0091	KP759759	2014-10-25	Subsaharan Africa	Sierra Leone	Western Area	Western Area
J0169	KP759706	2014-11-09	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
PL4570	KU296451	2015-03-10	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
J0046	KP759715	2014-10-07	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
PL6158	KU296308	2015-04-13	Subsaharan Africa	Sierra Leone	Kambia	Kambia
MK2724	KU296695	2015-03-05	Subsaharan Africa	Sierra Leone	Bombali	Bombali
PL4872	KU296419	2015-03-16	Subsaharan Africa	Sierra Leone	Kambia	Kambia
75731_EMLH	KU296564	2015-01-16	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
KT5382	KU296657	2015-02-25	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
V20141997	KR653293	2014-10-10	Subsaharan Africa	Sierra Leone	Kono	Kono
G4345.1	KR105239	2014-07-18	Subsaharan Africa	Sierra Leone	Kenema	Kenema
GUI_CTS_2015_0050	GUI_CTS_2015_0050	2015-06-20	Subsaharan Africa	Guinea	Boke	Boke
77573_EMLK	KU296516	2015-01-03	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
EM_080066	KR817233	2014-06-20	Subsaharan Africa	Liberia	Liberia	Liberia
MK1156	KU296605	2015-01-15	Subsaharan Africa	Sierra Leone	Bombali	Bombali
V20140100	KR653241	2014-08-24	Subsaharan Africa	Sierra Leone	Pujehun	Pujehun
EM_COY_2015_016414	EM_COY_2015_016414	2015-05-11	Subsaharan Africa	Guinea	Dubreka	Dubreka
KT5974	KU296475	2015-03-16	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
PL4322	KU296677	2015-03-05	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_000707	KR817080	2014-09-22	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
MK2282	KU296788	2015-02-22	Subsaharan Africa	Sierra Leone	Bombali	Bombali
LIBR0090	KR006945	2014-11-08	Subsaharan Africa	Liberia	Margibi	Margibi
G4748.1	KR105270	2014-08-05	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
75688_EMLH	KU296672	2015-01-14	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
EM_FORE_2015_697	EM_FORE_2015_697	2015-06-07	Subsaharan Africa	Guinea	Forecariah	Forecariah
V20142065	KR653274	2014-10-11	Subsaharan Africa	Sierra Leone	Kenema	Kenema
J0119	KP759667	2014-10-30	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
PL7496	KU296846	2015-05-31	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
G3765	KM233064	2014-06-14	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
V20143964	KR653242	2014-11-07	Subsaharan Africa	Sierra Leone	Bo	Bo
G5296.1	KR105303	2014-08-25	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
G5996.1	KR105337	2014-09-25	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
IPDPFHguineaSP_GUI_2015_5117	IPDPFHguineaSP_GUI_2015_5117	2015-04-03	Subsaharan Africa	Guinea	Dubreka	Dubreka
12193_EMLH	KU296616	2015-02-23	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
J0166	KP759704	2014-11-08	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
V1491	KR534576	2014-10-16	Subsaharan Africa	Guinea	Conakry	Conakry
77643_EMLK	KU296395	2015-01-07	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
LIBR10056	KT725276	2014-09-23	Subsaharan Africa	Liberia	Margibi	Margibi
J0004	KP759668	2014-09-28	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
G4431.1	KR105253	2014-07-20	Subsaharan Africa	Sierra Leone	Bo	Bo
REDC_GUI_2015_01285	REDC_GUI_2015_01285	2015-08-24	Subsaharan Africa	Guinea	Conakry	Conakry
KT7095	KU296690	2015-07-05	Subsaharan Africa	Sierra Leone	Kambia	Kambia
LIBR10072	KT725307	2014-09-20	Subsaharan Africa	Liberia	Montserrado	Montserrado
EM119	KM233042	2014-06-03	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
DML24573	KT357831	2015-01-18	Subsaharan Africa	Sierra Leone	Kono	Kono
J0062	KP759727	2014-10-10	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_075076	KR817130	2014-08-23	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
